Athlete_ID,Athlete_Name,Gender,Age,Country,Country_Code,Sport,Event,Olympic_Year,Medal,Height_cm,Weight_kg,Team,Coach,Participation_Status,Has_Medal
1428,Liam Wilson,Female,28,Brazil,BRA,Cycling,Track Sprint,2016,No Medal,166.0,87.0,Team D,Coach C,Participated,0
1429,Yuki Brown,Female,22,Australia,AUS,Gymnastics,Floor,2012,Bronze,163.0,68.0,Team D,Coach D,Participated,1
1430,Vihaan Garcia,Male,31,Canada,CAN,Boxing,Heavyweight,2020,No Medal,189.0,95.0,Team A,Coach B,Participated,0
1431,Yuki Patel,Male,22,India,IND,Wrestling,Freestyle,2016,Bronze,184.0,88.0,Team D,Coach E,Participated,1
1432,Vihaan Smith,Male,26,India,IND,Shooting,10M Air Rifle,2016,No Medal,172.0,52.0,Team D,Coach B,Participated,0
1433,Ava Smith,Female,33,United Kingdom,GBR,Boxing,Lightweight,2016,No Medal,171.0,95.0,Team B,Coach E,Participated,0
1434,Kabir Kim,Male,21,Brazil,BRA,Hockey,Men,2024,No Medal,171.0,54.0,Team A,Coach E,Participated,0
1435,Lucas Singh,Male,26,France,FRA,Athletics,200M,2020,No Medal,171.0,64.0,Team D,Coach B,Participated,0
1436,Vihaan Kim,Female,22,Canada,CAN,Swimming,100M Freestyle,2012,No Medal,151.0,78.0,Team D,Coach E,Participated,0
1437,Riya Patel,Female,25,Australia,AUS,Boxing,Lightweight,2020,Silver,159.0,46.0,Team A,Coach D,Participated,1
1438,Ishaan Singh,Male,36,Canada,CAN,Cycling,Road Race,2024,No Medal,196.0,100.0,Team B,Coach E,Participated,0
1439,Ishaan Singh,Male,29,Australia,AUS,Cycling,Track Sprint,2016,Silver,186.0,51.0,Team A,Coach A,Participated,1
1440,Vihaan Khan,Male,23,Germany,GER,Gymnastics,Floor,2024,Bronze,152.0,50.0,Team C,Coach B,Participated,1
1441,Olivia Wilson,Female,24,Brazil,BRA,Badminton,Doubles,2016,Silver,171.0,52.0,Team A,Coach C,Participated,1
1442,Mia Kim,Female,19,Brazil,BRA,Tennis,Singles,2024,No Medal,158.0,66.0,Team B,Coach D,Participated,0
1443,Arjun Singh,Male,18,Australia,AUS,Boxing,Heavyweight,2016,No Medal,170.0,91.0,Team A,Coach B,Participated,0
1444,Noah Sharma,Female,25,Australia,AUS,Athletics,Marathon,2024,No Medal,192.0,60.0,Team A,Coach B,Participated,0
1445,Lucas Lee,Male,19,United States,USA,Badminton,Doubles,2012,No Medal,177.0,91.0,Team A,Coach D,Participated,0
1446,Ishaan Kim,Male,25,Canada,CAN,Cycling,Road Race,2020,No Medal,178.0,66.0,Team A,Coach C,Participated,0
1447,David Lee,Female,34,United States,USA,Tennis,Singles,2016,Bronze,171.0,98.0,Team C,Coach C,Participated,1
1448,Neha Brown,Male,26,Brazil,BRA,Tennis,Doubles,2020,No Medal,194.0,73.0,Team B,Coach D,Participated,0
1449,Neha Garcia,Male,19,Brazil,BRA,Boxing,Heavyweight,2024,No Medal,177.0,97.0,Team C,Coach B,Participated,0
1450,David Patel,Female,22,Brazil,BRA,Badminton,Doubles,2016,Gold,161.0,86.0,Team A,Coach C,Participated,1
1451,Chen Singh,Male,28,United States,USA,Swimming,100M Freestyle,2012,No Medal,188.0,60.0,Team A,Coach A,Participated,0
1452,Sara Khan,Female,24,Canada,CAN,Badminton,Doubles,2020,Gold,165.0,76.0,Team A,Coach D,Participated,1
1453,David Garcia,Female,27,United States,USA,Gymnastics,Vault,2020,No Medal,167.0,62.0,Team B,Coach D,Participated,0
1454,Yuki Wilson,Female,27,Japan,JPN,Gymnastics,Vault,2016,No Medal,161.0,81.0,Team D,Coach E,Participated,0
1455,Arjun Sharma,Male,28,India,IND,Shooting,10M Air Rifle,2016,No Medal,159.0,46.0,Team D,Coach B,Participated,0
1456,Lucas Lee,Female,32,Germany,GER,Hockey,Women,2020,Silver,175.0,56.0,Team A,Coach E,Participated,1
1457,Chen Wilson,Female,36,United States,USA,Gymnastics,Vault,2012,No Medal,157.0,81.0,Team A,Coach A,Participated,0
1458,Neha Brown,Male,21,Australia,AUS,Badminton,Doubles,2020,No Medal,173.0,67.0,Team C,Coach C,Participated,0
1459,Olivia Wilson,Male,30,Germany,GER,Hockey,Men,2012,No Medal,193.0,100.0,Team C,Coach A,Participated,0
1460,Yuki Brown,Male,35,India,IND,Wrestling,Greco-Roman,2016,Gold,184.0,56.0,Team D,Coach E,Participated,1
1461,Kabir Lee,Female,30,India,IND,Athletics,100M,2024,Bronze,184.0,94.0,Team C,Coach A,Participated,1
1462,Ava Sharma,Female,29,Australia,AUS,Wrestling,Greco-Roman,2012,No Medal,177.0,53.0,Team D,Coach E,Participated,0
1463,Sophia Garcia,Female,36,India,IND,Hockey,Men,2020,No Medal,151.0,86.0,Team B,Coach C,Participated,0
1464,Chen Singh,Male,36,Brazil,BRA,Shooting,10M Air Rifle,2024,No Medal,169.0,78.0,Team A,Coach D,Participated,0
1465,Riya Patel,Female,25,China,CHN,Swimming,200M Butterfly,2020,Gold,165.0,59.0,Team D,Coach E,Participated,1
1466,Liam Khan,Male,19,Brazil,BRA,Boxing,Lightweight,2024,No Medal,156.0,74.0,Team B,Coach B,Participated,0
1467,Ishaan Garcia,Female,18,United Kingdom,GBR,Boxing,Heavyweight,2020,No Medal,187.0,67.0,Team C,Coach C,Participated,0
1468,Arjun Singh,Female,35,India,IND,Badminton,Singles,2020,No Medal,196.0,65.0,Team C,Coach C,Participated,0
1469,Emma Wilson,Male,29,United States,USA,Hockey,Men,2020,No Medal,154.0,81.0,Team D,Coach A,Participated,0
1470,Sara Sharma,Female,25,India,IND,Boxing,Heavyweight,2020,No Medal,185.0,90.0,Team A,Coach B,Participated,0
1471,Ananya Wilson,Female,26,Brazil,BRA,Swimming,200M Butterfly,2016,No Medal,183.0,66.0,Team A,Coach A,Participated,0
1472,Lucas Garcia,Male,23,China,CHN,Hockey,Men,2016,No Medal,176.0,71.0,Team C,Coach D,Participated,0
1473,Aarav Kim,Female,29,India,IND,Tennis,Singles,2016,No Medal,170.0,46.0,Team A,Coach B,Participated,0
1474,Sara Smith,Male,28,Japan,JPN,Swimming,100M Freestyle,2020,Silver,177.0,65.0,Team D,Coach D,Participated,1
1475,Ava Smith,Female,20,United States,USA,Badminton,Singles,2024,No Medal,197.0,60.0,Team D,Coach D,Participated,0
1476,Lucas Brown,Male,35,Brazil,BRA,Badminton,Doubles,2016,Bronze,156.0,83.0,Team D,Coach D,Participated,1
1477,Neha Patel,Female,25,France,FRA,Hockey,Women,2024,No Medal,172.0,98.0,Team A,Coach D,Participated,0
1478,Aarav Wilson,Male,22,Canada,CAN,Swimming,100M Freestyle,2020,No Medal,162.0,93.0,Team B,Coach A,Participated,0
1479,Liam Sharma,Female,37,Canada,CAN,Wrestling,Greco-Roman,2024,Gold,195.0,71.0,Team C,Coach A,Participated,1
1480,Ananya Singh,Female,28,China,CHN,Tennis,Doubles,2012,No Medal,186.0,62.0,Team A,Coach A,Participated,0
1481,Ishaan Singh,Male,20,Canada,CAN,Shooting,10M Air Rifle,2024,No Medal,200.0,52.0,Team B,Coach A,Participated,0
1482,Sara Kim,Male,23,Canada,CAN,Gymnastics,Floor,2016,No Medal,183.0,94.0,Team B,Coach C,Participated,0
1483,Neha Wilson,Male,33,India,IND,Gymnastics,Vault,2024,No Medal,162.0,71.0,Team B,Coach C,Participated,0
1484,Mia Kim,Male,30,France,FRA,Athletics,200M,2012,No Medal,154.0,50.0,Team B,Coach A,Participated,0
1485,Sophia Patel,Female,26,United Kingdom,GBR,Badminton,Singles,2020,No Medal,172.0,54.0,Team D,Coach A,Participated,0
1486,Liam Kim,Male,36,Canada,CAN,Boxing,Lightweight,2012,Bronze,187.0,95.0,Team A,Coach B,Participated,1
1487,Aarav Wilson,Female,26,China,CHN,Badminton,Singles,2016,No Medal,173.0,69.0,Team D,Coach C,Participated,0
1488,Yuki Brown,Male,37,Germany,GER,Gymnastics,Vault,2024,Silver,176.0,87.0,Team B,Coach A,Participated,1
1489,Aarav Garcia,Male,23,Canada,CAN,Hockey,Women,2012,No Medal,189.0,79.0,Team B,Coach E,Participated,0
1490,Olivia Smith,Male,24,United States,USA,Boxing,Lightweight,2020,Silver,186.0,100.0,Team D,Coach E,Participated,1
1491,Mia Smith,Male,31,Japan,JPN,Swimming,200M Butterfly,2016,Bronze,200.0,78.0,Team D,Coach E,Participated,1
1492,Sophia Smith,Male,33,Japan,JPN,Badminton,Singles,2012,Bronze,172.0,89.0,Team A,Coach E,Participated,1
1493,Kabir Kim,Male,31,United States,USA,Tennis,Singles,2012,No Medal,183.0,66.0,Team C,Coach B,Participated,0
1494,Kabir Khan,Female,33,United Kingdom,GBR,Wrestling,Freestyle,2024,No Medal,164.0,92.0,Team C,Coach D,Participated,0
1495,Aarav Singh,Male,23,Brazil,BRA,Athletics,200M,2024,No Medal,184.0,98.0,Team D,Coach C,Participated,0
1496,David Lee,Female,32,Canada,CAN,Shooting,25M Pistol,2020,No Medal,151.0,85.0,Team D,Coach D,Participated,0
1497,Riya Garcia,Male,25,China,CHN,Tennis,Singles,2016,Silver,175.0,66.0,Team C,Coach A,Participated,1
1498,Ava Brown,Male,30,Australia,AUS,Badminton,Singles,2024,No Medal,182.0,68.0,Team A,Coach B,Participated,0
1499,Emma Smith,Female,21,France,FRA,Shooting,10M Air Rifle,2020,No Medal,199.0,51.0,Team C,Coach B,Participated,0
1500,Riya Kim,Male,33,India,IND,Shooting,10M Air Rifle,2020,No Medal,188.0,54.0,Team A,Coach C,Participated,0
1501,Ananya Patel,Male,22,Australia,AUS,Tennis,Singles,2020,Gold,189.0,77.0,Team C,Coach C,Participated,1
1502,Sophia Brown,Male,32,Brazil,BRA,Athletics,200M,2024,Gold,159.0,61.0,Team B,Coach A,Participated,1
1503,Ananya Lee,Female,22,Germany,GER,Gymnastics,Vault,2016,No Medal,176.0,70.0,Team B,Coach A,Participated,0
1504,Arjun Khan,Male,34,India,IND,Wrestling,Freestyle,2024,No Medal,172.0,51.0,Team D,Coach C,Participated,0
1505,Ishaan Garcia,Female,19,United States,USA,Swimming,200M Butterfly,2012,Silver,165.0,61.0,Team D,Coach B,Participated,1
1506,Neha Sharma,Male,37,United States,USA,Tennis,Doubles,2020,Bronze,158.0,84.0,Team C,Coach B,Participated,1
1507,Chen Kim,Male,18,Germany,GER,Swimming,100M Freestyle,2016,No Medal,161.0,83.0,Team B,Coach A,Participated,0
1508,Sophia Wilson,Male,30,Australia,AUS,Swimming,100M Freestyle,2020,Bronze,172.0,75.0,Team D,Coach D,Participated,1
1509,Ananya Sharma,Female,36,United Kingdom,GBR,Tennis,Doubles,2024,No Medal,170.0,82.0,Team D,Coach A,Participated,0
1510,Aarav Wilson,Female,25,Australia,AUS,Boxing,Lightweight,2020,Silver,174.0,93.0,Team B,Coach C,Participated,1
1511,Liam Garcia,Female,37,India,IND,Swimming,100M Freestyle,2012,No Medal,178.0,61.0,Team A,Coach B,Participated,0
1512,Sara Singh,Female,33,India,IND,Hockey,Women,2012,No Medal,185.0,89.0,Team D,Coach D,Participated,0
1513,Arjun Kim,Male,18,Germany,GER,Athletics,200M,2020,No Medal,182.0,80.0,Team D,Coach E,Participated,0
1514,Yuki Sharma,Male,37,India,IND,Swimming,100M Freestyle,2012,No Medal,159.0,47.0,Team C,Coach D,Participated,0
1515,Sara Garcia,Male,18,China,CHN,Cycling,Track Sprint,2020,Bronze,157.0,49.0,Team B,Coach C,Participated,1
1516,Riya Lee,Male,21,India,IND,Badminton,Doubles,2020,No Medal,154.0,95.0,Team B,Coach E,Participated,0
1517,Liam Patel,Female,32,Canada,CAN,Badminton,Doubles,2024,No Medal,186.0,62.0,Team C,Coach D,Participated,0
1518,Emma Brown,Female,21,Brazil,BRA,Swimming,200M Butterfly,2024,No Medal,155.0,51.0,Team B,Coach E,Participated,0
1519,Neha Brown,Male,27,United States,USA,Tennis,Singles,2020,No Medal,157.0,81.0,Team D,Coach A,Participated,0
1520,Kabir Brown,Male,32,Germany,GER,Boxing,Lightweight,2020,Silver,157.0,86.0,Team A,Coach D,Participated,1
1521,Sara Brown,Male,33,Canada,CAN,Gymnastics,Vault,2012,Gold,177.0,79.0,Team D,Coach C,Participated,1
1522,David Garcia,Male,26,Germany,GER,Wrestling,Freestyle,2024,Gold,188.0,77.0,Team B,Coach C,Participated,1
1523,Arjun Patel,Female,30,United Kingdom,GBR,Boxing,Lightweight,2016,No Medal,177.0,64.0,Team A,Coach E,Participated,0
1524,Olivia Wilson,Male,33,Brazil,BRA,Tennis,Singles,2016,Gold,150.0,57.0,Team C,Coach B,Participated,1
1525,Chen Lee,Male,28,Canada,CAN,Gymnastics,Floor,2012,No Medal,154.0,65.0,Team A,Coach D,Participated,0
1526,Olivia Khan,Female,29,United Kingdom,GBR,Gymnastics,Floor,2024,No Medal,154.0,79.0,Team B,Coach B,Participated,0
1527,Vihaan Khan,Male,22,France,FRA,Badminton,Singles,2024,No Medal,195.0,47.0,Team D,Coach D,Participated,0
1528,Vihaan Wilson,Female,24,Canada,CAN,Gymnastics,Vault,2020,No Medal,195.0,53.0,Team B,Coach C,Participated,0
1529,Ishaan Brown,Female,33,Germany,GER,Cycling,Road Race,2024,No Medal,176.0,85.0,Team A,Coach C,Participated,0
1530,David Lee,Female,28,China,CHN,Swimming,200M Butterfly,2012,No Medal,164.0,98.0,Team A,Coach D,Participated,0
1531,Ava Garcia,Female,21,United States,USA,Cycling,Track Sprint,2020,No Medal,190.0,49.0,Team A,Coach B,Participated,0
1532,Olivia Singh,Female,23,Canada,CAN,Badminton,Singles,2020,Bronze,177.0,46.0,Team D,Coach B,Participated,1
1533,Riya Smith,Male,26,Canada,CAN,Cycling,Road Race,2012,No Medal,177.0,81.0,Team B,Coach B,Participated,0
1534,Ava Wilson,Male,24,India,IND,Hockey,Women,2012,Silver,174.0,56.0,Team A,Coach E,Participated,1
1535,Noah Khan,Female,35,United States,USA,Shooting,25M Pistol,2012,No Medal,152.0,71.0,Team C,Coach B,Participated,0
1536,Chen Sharma,Male,22,Canada,CAN,Cycling,Road Race,2016,No Medal,197.0,99.0,Team A,Coach E,Participated,0
1537,Ava Sharma,Male,24,India,IND,Cycling,Road Race,2012,No Medal,180.0,50.0,Team D,Coach B,Participated,0
1538,Mia Kim,Male,27,United Kingdom,GBR,Cycling,Track Sprint,2020,Silver,179.0,88.0,Team D,Coach A,Participated,1
1539,Aarav Singh,Male,37,Germany,GER,Swimming,100M Freestyle,2012,No Medal,187.0,74.0,Team A,Coach B,Participated,0
1540,Arjun Sharma,Male,36,Canada,CAN,Shooting,10M Air Rifle,2020,No Medal,164.0,50.0,Team A,Coach E,Participated,0
1541,Ishaan Singh,Male,20,China,CHN,Cycling,Track Sprint,2020,No Medal,184.0,75.0,Team D,Coach B,Participated,0
1542,Noah Kim,Female,34,Brazil,BRA,Shooting,10M Air Rifle,2024,Bronze,196.0,60.0,Team B,Coach D,Participated,1
1543,Ava Sharma,Male,24,Germany,GER,Cycling,Track Sprint,2016,No Medal,172.0,63.0,Team C,Coach B,Participated,0
1544,Yuki Garcia,Male,23,India,IND,Swimming,100M Freestyle,2012,No Medal,192.0,64.0,Team A,Coach E,Participated,0
1545,David Lee,Female,37,Australia,AUS,Swimming,200M Butterfly,2012,No Medal,183.0,56.0,Team C,Coach D,Participated,0
1546,David Khan,Male,26,Canada,CAN,Hockey,Men,2012,Bronze,180.0,49.0,Team C,Coach C,Participated,1
1547,Vihaan Sharma,Female,23,China,CHN,Hockey,Men,2016,Bronze,162.0,93.0,Team C,Coach D,Participated,1
1548,Ananya Singh,Male,20,Canada,CAN,Swimming,200M Butterfly,2020,No Medal,165.0,81.0,Team A,Coach C,Participated,0
1549,Olivia Smith,Female,29,United Kingdom,GBR,Swimming,200M Butterfly,2016,No Medal,168.0,77.0,Team B,Coach C,Participated,0
1550,Arjun Garcia,Female,18,Canada,CAN,Athletics,100M,2020,Bronze,180.0,77.0,Team D,Coach B,Participated,1
1551,Olivia Sharma,Female,26,Brazil,BRA,Badminton,Singles,2024,No Medal,167.0,80.0,Team C,Coach E,Participated,0
1552,Ava Lee,Female,27,United States,USA,Hockey,Women,2016,Silver,166.0,90.0,Team A,Coach E,Participated,1
1553,Noah Kim,Male,23,France,FRA,Wrestling,Greco-Roman,2020,No Medal,197.0,78.0,Team D,Coach B,Participated,0
1554,Sara Lee,Female,34,United States,USA,Gymnastics,Vault,2020,No Medal,150.0,73.0,Team D,Coach B,Participated,0
1555,Neha Brown,Male,34,United Kingdom,GBR,Athletics,200M,2012,No Medal,177.0,68.0,Team A,Coach A,Participated,0
1556,Kabir Wilson,Male,24,United States,USA,Boxing,Heavyweight,2012,Gold,198.0,90.0,Team B,Coach C,Participated,1
1557,Lucas Kim,Female,23,Germany,GER,Wrestling,Freestyle,2016,No Medal,158.0,50.0,Team C,Coach B,Participated,0
1558,Vihaan Kim,Female,35,Canada,CAN,Gymnastics,Vault,2020,No Medal,174.0,77.0,Team A,Coach B,Participated,0
1559,Olivia Smith,Female,21,Australia,AUS,Tennis,Singles,2020,No Medal,180.0,62.0,Team C,Coach C,Participated,0
1560,Kabir Lee,Male,29,Canada,CAN,Badminton,Singles,2016,No Medal,151.0,99.0,Team B,Coach E,Participated,0
1561,Sara Lee,Male,21,Australia,AUS,Athletics,Marathon,2024,No Medal,182.0,66.0,Team B,Coach E,Participated,0
1562,Vihaan Smith,Male,29,France,FRA,Boxing,Lightweight,2020,Silver,164.0,53.0,Team D,Coach B,Participated,1
1563,David Lee,Female,19,Japan,JPN,Cycling,Track Sprint,2020,No Medal,171.0,84.0,Team B,Coach E,Participated,0
1564,Neha Patel,Female,34,India,IND,Wrestling,Greco-Roman,2012,No Medal,182.0,90.0,Team A,Coach A,Participated,0
1565,Liam Garcia,Female,24,Australia,AUS,Cycling,Road Race,2016,No Medal,181.0,63.0,Team C,Coach D,Participated,0
1566,Ava Kim,Female,31,Germany,GER,Hockey,Men,2016,No Medal,178.0,67.0,Team C,Coach B,Participated,0
1567,Ananya Singh,Female,33,Japan,JPN,Athletics,100M,2020,No Medal,158.0,90.0,Team A,Coach B,Participated,0
1568,Neha Sharma,Male,18,Japan,JPN,Boxing,Heavyweight,2012,No Medal,185.0,59.0,Team B,Coach B,Participated,0
1569,Chen Smith,Male,24,Japan,JPN,Badminton,Singles,2016,Gold,162.0,99.0,Team B,Coach A,Participated,1
1570,Aarav Wilson,Male,27,United States,USA,Cycling,Track Sprint,2024,No Medal,171.0,92.0,Team C,Coach B,Participated,0
1571,Vihaan Kim,Female,32,China,CHN,Swimming,100M Freestyle,2012,No Medal,196.0,61.0,Team D,Coach C,Participated,0
1572,Sara Garcia,Female,34,China,CHN,Shooting,10M Air Rifle,2012,No Medal,158.0,86.0,Team B,Coach E,Participated,0
1573,Sophia Sharma,Male,25,Japan,JPN,Shooting,25M Pistol,2012,No Medal,169.0,96.0,Team B,Coach A,Participated,0
1574,David Singh,Male,20,China,CHN,Cycling,Track Sprint,2016,No Medal,172.0,99.0,Team B,Coach E,Participated,0
1575,Emma Kim,Male,26,Japan,JPN,Tennis,Singles,2012,No Medal,181.0,94.0,Team C,Coach E,Participated,0
1576,Arjun Smith,Male,34,France,FRA,Swimming,200M Butterfly,2016,No Medal,187.0,95.0,Team B,Coach B,Participated,0
1577,Chen Lee,Male,30,Germany,GER,Cycling,Road Race,2016,No Medal,177.0,71.0,Team A,Coach C,Participated,0
1578,Yuki Smith,Male,24,Canada,CAN,Tennis,Doubles,2016,Bronze,193.0,57.0,Team A,Coach A,Participated,1
1579,Chen Wilson,Female,29,France,FRA,Tennis,Singles,2012,Silver,176.0,90.0,Team D,Coach A,Participated,1
1580,Yuki Kim,Male,26,United States,USA,Cycling,Road Race,2012,No Medal,176.0,92.0,Team B,Coach B,Participated,0
1581,Arjun Smith,Male,29,United States,USA,Boxing,Heavyweight,2020,Gold,189.0,98.0,Team C,Coach B,Participated,1
1582,David Wilson,Female,31,India,IND,Athletics,100M,2024,No Medal,161.0,81.0,Team D,Coach E,Participated,0
1583,Ananya Singh,Female,29,United States,USA,Swimming,100M Freestyle,2024,No Medal,185.0,75.0,Team B,Coach A,Participated,0
1584,Vihaan Khan,Female,28,Japan,JPN,Tennis,Doubles,2016,No Medal,166.0,71.0,Team C,Coach B,Participated,0
1585,Vihaan Wilson,Female,24,France,FRA,Shooting,25M Pistol,2016,No Medal,158.0,82.0,Team D,Coach C,Participated,0
1586,Riya Patel,Female,28,Australia,AUS,Athletics,Marathon,2012,Bronze,200.0,45.0,Team C,Coach D,Participated,1
1587,Noah Lee,Male,25,Germany,GER,Hockey,Women,2012,Bronze,200.0,65.0,Team D,Coach A,Participated,1
1588,Ishaan Garcia,Female,34,Canada,CAN,Shooting,25M Pistol,2016,No Medal,188.0,55.0,Team B,Coach C,Participated,0
1589,Aarav Patel,Male,20,United Kingdom,GBR,Gymnastics,Vault,2012,No Medal,169.0,88.0,Team D,Coach D,Participated,0
1590,Mia Kim,Female,36,United States,USA,Wrestling,Freestyle,2012,No Medal,158.0,51.0,Team B,Coach D,Participated,0
1591,Lucas Kim,Male,34,Japan,JPN,Wrestling,Greco-Roman,2024,No Medal,199.0,57.0,Team A,Coach B,Participated,0
1592,Vihaan Brown,Female,24,France,FRA,Tennis,Singles,2020,Gold,187.0,83.0,Team A,Coach E,Participated,1
1593,Vihaan Kim,Male,29,Canada,CAN,Athletics,Marathon,2020,No Medal,164.0,54.0,Team D,Coach C,Participated,0
1594,Chen Khan,Female,26,United Kingdom,GBR,Gymnastics,Vault,2016,No Medal,178.0,90.0,Team B,Coach A,Participated,0
1595,Arjun Garcia,Female,22,China,CHN,Badminton,Doubles,2012,No Medal,181.0,53.0,Team A,Coach E,Participated,0
1596,Neha Sharma,Male,25,Brazil,BRA,Swimming,200M Butterfly,2024,Gold,185.0,62.0,Team A,Coach D,Participated,1
1597,Neha Khan,Female,21,Canada,CAN,Hockey,Women,2012,Bronze,159.0,97.0,Team B,Coach A,Participated,1
1598,Noah Khan,Female,27,Germany,GER,Gymnastics,Floor,2020,No Medal,193.0,89.0,Team D,Coach D,Participated,0
1599,Kabir Wilson,Male,21,China,CHN,Tennis,Doubles,2020,No Medal,196.0,71.0,Team B,Coach E,Participated,0
1600,Noah Lee,Male,23,India,IND,Shooting,25M Pistol,2020,Gold,164.0,76.0,Team A,Coach D,Participated,1
1601,Aarav Patel,Female,33,France,FRA,Shooting,25M Pistol,2020,No Medal,176.0,84.0,Team A,Coach B,Participated,0
1602,Emma Khan,Female,37,Germany,GER,Shooting,10M Air Rifle,2016,Gold,168.0,75.0,Team C,Coach B,Participated,1
1603,Liam Kim,Female,34,Canada,CAN,Cycling,Road Race,2016,No Medal,176.0,88.0,Team C,Coach D,Participated,0
1604,Neha Sharma,Female,27,China,CHN,Swimming,200M Butterfly,2012,No Medal,158.0,55.0,Team A,Coach C,Participated,0
1605,Arjun Kim,Male,27,India,IND,Gymnastics,Vault,2016,Bronze,173.0,82.0,Team D,Coach E,Participated,1
1606,Neha Singh,Female,25,Australia,AUS,Shooting,25M Pistol,2016,No Medal,156.0,70.0,Team D,Coach B,Participated,0
1607,Aarav Lee,Female,19,Canada,CAN,Athletics,200M,2024,No Medal,169.0,71.0,Team A,Coach B,Participated,0
1608,Mia Singh,Male,28,Canada,CAN,Tennis,Doubles,2024,Silver,180.0,81.0,Team D,Coach A,Participated,1
1609,David Kim,Male,19,Germany,GER,Swimming,200M Butterfly,2020,No Medal,198.0,79.0,Team D,Coach A,Participated,0
1610,Chen Lee,Female,24,United Kingdom,GBR,Shooting,25M Pistol,2024,Silver,188.0,76.0,Team B,Coach B,Participated,1
1611,Sara Garcia,Male,27,France,FRA,Wrestling,Freestyle,2020,No Medal,188.0,88.0,Team B,Coach A,Participated,0
1612,Kabir Khan,Female,33,Canada,CAN,Boxing,Lightweight,2020,Gold,174.0,69.0,Team C,Coach B,Participated,1
1613,Arjun Wilson,Female,34,India,IND,Cycling,Road Race,2016,Bronze,191.0,80.0,Team C,Coach A,Participated,1
1614,Olivia Kim,Female,26,China,CHN,Hockey,Women,2016,No Medal,161.0,48.0,Team D,Coach B,Participated,0
1615,Sara Khan,Male,35,United States,USA,Athletics,Marathon,2024,No Medal,176.0,72.0,Team B,Coach A,Participated,0
1616,Neha Singh,Male,24,France,FRA,Tennis,Singles,2024,No Medal,169.0,57.0,Team C,Coach A,Participated,0
1617,Chen Lee,Female,27,Germany,GER,Gymnastics,Floor,2012,No Medal,152.0,72.0,Team C,Coach B,Participated,0
1618,Vihaan Smith,Female,29,France,FRA,Swimming,100M Freestyle,2024,No Medal,152.0,93.0,Team C,Coach D,Participated,0
1619,Sophia Patel,Male,20,Germany,GER,Tennis,Doubles,2012,No Medal,172.0,95.0,Team D,Coach B,Participated,0
1620,Liam Garcia,Female,26,Brazil,BRA,Wrestling,Freestyle,2016,Bronze,175.0,74.0,Team C,Coach E,Participated,1
1621,Yuki Khan,Male,33,Japan,JPN,Shooting,10M Air Rifle,2024,No Medal,197.0,61.0,Team C,Coach A,Participated,0
1622,Ava Singh,Male,31,United States,USA,Hockey,Men,2020,No Medal,156.0,100.0,Team D,Coach E,Participated,0
1623,Kabir Patel,Male,32,United Kingdom,GBR,Athletics,Marathon,2012,No Medal,160.0,50.0,Team C,Coach B,Participated,0
1624,Ananya Wilson,Male,28,India,IND,Cycling,Road Race,2012,Silver,179.0,71.0,Team A,Coach B,Participated,1
1625,Ishaan Wilson,Female,28,Brazil,BRA,Cycling,Road Race,2016,No Medal,189.0,49.0,Team A,Coach C,Participated,0
1626,Neha Khan,Female,19,Canada,CAN,Cycling,Road Race,2016,No Medal,166.0,51.0,Team C,Coach B,Participated,0
1627,Olivia Brown,Female,27,Canada,CAN,Swimming,200M Butterfly,2012,Silver,198.0,54.0,Team B,Coach E,Participated,1
1628,Mia Smith,Female,28,Germany,GER,Athletics,200M,2012,No Medal,185.0,63.0,Team D,Coach B,Participated,0
1629,Chen Smith,Female,28,France,FRA,Wrestling,Freestyle,2020,Gold,174.0,71.0,Team C,Coach A,Participated,1
1630,Neha Brown,Female,22,Australia,AUS,Athletics,Marathon,2020,No Medal,183.0,89.0,Team D,Coach D,Participated,0
1631,Ava Kim,Female,27,India,IND,Tennis,Doubles,2012,No Medal,162.0,92.0,Team B,Coach C,Participated,0
1632,Arjun Singh,Male,34,India,IND,Badminton,Doubles,2012,No Medal,184.0,52.0,Team C,Coach B,Participated,0
1633,Liam Singh,Male,35,China,CHN,Shooting,10M Air Rifle,2016,Silver,177.0,89.0,Team D,Coach B,Participated,1
1634,Vihaan Patel,Female,31,Canada,CAN,Hockey,Women,2016,Silver,196.0,51.0,Team D,Coach D,Participated,1
1635,Vihaan Kim,Female,33,Germany,GER,Tennis,Singles,2020,No Medal,183.0,77.0,Team D,Coach D,Participated,0
1636,Sophia Garcia,Male,24,France,FRA,Shooting,10M Air Rifle,2020,Silver,200.0,65.0,Team A,Coach E,Participated,1
1637,Vihaan Kim,Female,19,China,CHN,Badminton,Doubles,2012,No Medal,198.0,62.0,Team C,Coach D,Participated,0
1638,Lucas Brown,Female,23,United States,USA,Gymnastics,Vault,2012,Bronze,159.0,67.0,Team A,Coach E,Participated,1
1639,Lucas Khan,Male,22,France,FRA,Cycling,Track Sprint,2016,No Medal,198.0,93.0,Team B,Coach C,Participated,0
1640,Noah Kim,Male,26,Germany,GER,Gymnastics,Floor,2016,Bronze,176.0,53.0,Team C,Coach A,Participated,1
1641,Chen Smith,Male,33,United Kingdom,GBR,Athletics,Marathon,2024,No Medal,171.0,46.0,Team C,Coach D,Participated,0
1642,Ava Khan,Male,26,France,FRA,Swimming,100M Freestyle,2012,No Medal,199.0,66.0,Team D,Coach D,Participated,0
